peakNO,accession,mz,rt,stats,xref,candidate,exact_mass,theoretical_precursor,precursor_type,structure,Attn_w,nH2O_w,err,Sugar_n,Acid_n,cou,DDMP,fer,hex,hexA,mal,pen,sin,dhex,aglycone,ion1,ion2,ion3,ion4,ion5,glycosyl1,glycosyl2,glycosyl3,glycosyl4,glycosyl5,topMs2
65,,895.4299,0,17 candidates,,24-Hydroxy glycyrrhizic acid,896.437176,485.32385886,[M-H]-,NA,464.13773527,54.03169413,3.75389091143585,2,1,0,0,0,2,0,1,0,0,0,False,,,,,,,,,,,
66,,865.4245,0,9 candidates,,Medicagenic acid,866.431776,501.32393821,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C5CCC34C)C(=O)O)O)O)C2C1)C(=O)O,418.13225592,54.03169413,2.04825548204407,2,1,0,0,0,0,0,1,1,0,1,False,865.4188 [M-H]-,,,,,"X-dHex, -Pen-Mal","X-dHex, -Pen-Mal","X-dHex-Pen, -Mal","X-dHex, -Pen-Mal","X-dHex-Pen, -Mal",865.4188; 599.3636; 866.4397
66,,865.4245,0,9 candidates,,"Spirostan-3,6-diol",866.431776,431.31845898,[M-H]-,NA,488.13773515,54.03169413,2.07169654725039,2,1,0,1,0,0,1,0,1,0,0,False,865.4188 [M-H]-,,,,,,,,,,865.4188; 599.3636; 866.4397
66,,865.4245,0,9 candidates,,"Spirostan-3,17-diol",866.431776,431.31845898,[M-H]-,NA,488.13773515,54.03169413,2.07169654725039,2,1,0,1,0,0,1,0,1,0,0,False,865.4188 [M-H]-,,,,,,,,,,865.4188; 599.3636; 866.4397
66,,865.4245,0,9 candidates,,"Furost-5-en-3,22,26-triol",866.431776,431.31845898,[M-H]-,NA,488.13773515,54.03169413,2.07169654725039,2,1,0,1,0,0,1,0,1,0,0,False,865.4188 [M-H]-,,,,,,,,,,865.4188; 599.3636; 866.4397
66,,865.4245,0,9 candidates,,2-Hydroxyoleanolic acid,866.431776,471.349759,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C)C5CCC34C)O)O)C2C1)C(=O)O,448.10643513,54.03169413,2.048243940398,2,1,0,0,0,0,1,1,1,0,0,False,865.4188 [M-H]-,,,,,"X-HexA, -Pen-Mal","X-HexA, -Pen-Mal","X-HexA-Pen, -Mal","X-HexA, -Pen-Mal","X-HexA-Pen, -Mal",865.4188; 599.3636; 866.4397
66,,865.4245,0,9 candidates,,Hederagenin,866.431776,471.349759,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1)C(=O)O,448.10643513,54.03169413,2.048243940398,2,1,0,0,0,0,1,1,1,0,0,False,865.4188 [M-H]-,,,,,"X-HexA, -Pen-Mal","X-HexA, -Pen-Mal","X-HexA-Pen, -Mal","X-HexA, -Pen-Mal","X-HexA-Pen, -Mal",865.4188; 599.3636; 866.4397
66,,865.4245,0,9 candidates,,Gypsogenic acid,866.431776,485.32902357,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C5CCC34C)C(=O)O)O)C2C1)C(=O)O,434.12717056,54.03169413,2.04825548191285,2,1,0,0,0,1,0,1,1,0,0,False,865.4188 [M-H]-,599.3636 [M-Hex-Mal-H2O-H]-,467.3186 [Agly-H2O-H]-,527.3453 [M-Hex-Pen-CO2-H]-,,"X-Hex, -Pen-Mal","X-Hex, -Pen-Mal","X-Hex, -Pen-Mal","X-Hex, -Pen-Mal","X-Hex, -Pen-Mal",865.4188; 599.3636; 866.4397
66,,865.4245,0,9 candidates,,Polygalagenin,866.431776,485.32902357,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C=O)C5CCC34C)O)O)C2C1)C(=O)O,434.12717056,54.03169413,2.04825548191285,2,1,0,0,0,1,0,1,1,0,0,False,865.4188 [M-H]-,599.3636 [M-Hex-Mal-H2O-H]-,467.3186 [Agly-H2O-H]-,527.3453 [M-Hex-Pen-CO2-H]-,,"X-Hex, -Pen-Mal","X-Hex, -Pen-Mal","X-Hex, -Pen-Mal","X-Hex, -Pen-Mal","X-Hex, -Pen-Mal",865.4188; 599.3636; 866.4397
66,,865.4245,0,9 candidates,,24-Hydroxy glycyrrhizic acid,866.431776,485.32902357,[M-H]-,NA,434.12717056,54.03169413,2.07699415874059,2,1,0,0,0,1,0,1,1,0,0,False,865.4188 [M-H]-,599.3636 [M-Hex-Mal-H2O-H]-,467.3186 [Agly-H2O-H]-,527.3453 [M-Hex-Pen-CO2-H]-,,,,,,,865.4188; 599.3636; 866.4397
67,,1133.576,0,20 candidates,,Dihydroleptinidine,1133.576,415.34397027,[M]-,NA,808.28485328,90.05282355,0.921622402734338,4,1,0,0,1,0,0,0,3,0,1,False,,,,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Soladulcidine,1133.576,415.34397027,[M]-,NA,808.28485328,90.05282355,0.921622402734338,4,1,0,0,1,0,0,0,3,0,1,False,,,,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Tomatidine,1133.576,415.34397027,[M]-,NA,808.28485328,90.05282355,0.921622402734338,4,1,0,0,1,0,0,0,3,0,1,False,,,,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Dihydroleptinidine,1133.576,415.34397027,[M]-,NA,808.28485328,90.05282355,0.921622402934919,4,1,1,0,0,1,0,0,2,0,1,False,926.5232 [M-Hex-CO2-H]-,780.4652 [M-Hex-dHex-CO2-H]-,762.4475 [M-Hex-dHex-H2O-CO2-H]-,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Soladulcidine,1133.576,415.34397027,[M]-,NA,808.28485328,90.05282355,0.921622402934919,4,1,1,0,0,1,0,0,2,0,1,False,926.5232 [M-Hex-CO2-H]-,780.4652 [M-Hex-dHex-CO2-H]-,762.4475 [M-Hex-dHex-H2O-CO2-H]-,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Tomatidine,1133.576,415.34397027,[M]-,NA,808.28485328,90.05282355,0.921622402934919,4,1,1,0,0,1,0,0,2,0,1,False,926.5232 [M-Hex-CO2-H]-,780.4652 [M-Hex-dHex-CO2-H]-,762.4475 [M-Hex-dHex-H2O-CO2-H]-,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Acetyldihydroleptinidine,1133.576,457.354535,[M]-,NA,748.26372384,72.04225884,0.91744977483201,3,1,0,0,0,2,0,0,0,1,1,False,926.5232 [M-Sin-H]-,926.5232 [M-Hex-CO2-H]-,618.4084 [M-Hex-dHex-Sin-H]-,618.4084 [M-Hex-Hex-dHex-CO2-H]-,780.4652 [M-dHex-Sin-H]-,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Soyasapogenol A,1134.583276,473.3647057,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1O)O)O,750.26411785,90.05282355,0.944215408815039,5,0,0,0,0,0,0,0,5,0,0,False,455.3513 [Agly-H2O-H]-,,,,,"X-Pen, -Pen-Pen-Pen-Pen","X-Pen, -Pen-Pen-Pen-Pen","X-Pen-Pen, -Pen-Pen-Pen","X-Pen, -Pen-Pen-Pen-Pen","X-Pen-Pen, -Pen-Pen-Pen",925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Soyasapogenol A,1134.583276,473.3647057,[M-H]-,NA,750.26411785,90.05282355,0.962204426699821,5,0,0,0,0,0,0,0,5,0,0,False,455.3513 [Agly-H2O-H]-,,,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,"22-Methoxy-furost-5-en-3,26-diol",1134.583276,445.33340556,[M-H]-,NA,778.29541799,90.05282355,0.96208103304206,5,0,0,0,0,0,0,0,3,0,2,False,925.5186 [M-dHex-H2O-CO2-H]-,779.4602 [M-dHex-dHex-H2O-CO2-H]-,,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,"Spirostan-3,6-diol",1134.583276,431.31775549,[M-H]-,NA,792.31106806,90.05282355,0.962019336313392,5,0,0,0,0,0,0,0,2,0,3,False,925.5186 [M-dHex-H2O-CO2-H]-,779.4602 [M-dHex-dHex-H2O-CO2-H]-,,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,"Spirostan-3,17-diol",1134.583276,431.31775549,[M-H]-,NA,792.31106806,90.05282355,0.962019336313392,5,0,0,0,0,0,0,0,2,0,3,False,925.5186 [M-dHex-H2O-CO2-H]-,779.4602 [M-dHex-dHex-H2O-CO2-H]-,,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,"Furost-5-en-3,22,26-triol",1134.583276,431.31775549,[M-H]-,NA,792.31106806,90.05282355,0.962019336313392,5,0,0,0,0,0,0,0,2,0,3,False,925.5186 [M-dHex-H2O-CO2-H]-,779.4602 [M-dHex-dHex-H2O-CO2-H]-,,,,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Spirostan-3-ol,1134.583276,415.32284085,[M-H]-,NA,808.3059827,90.05282355,0.957929721166075,5,0,0,0,0,1,0,0,2,0,2,False,925.5186 [M-dHex-H2O-CO2-H]-,617.4046 [M-Hex-dHex-dHex-H2O-CO2-H]-,779.4602 [M-dHex-dHex-H2O-CO2-H]-,927.5429 [M-Hex-CO2-H]-,763.4548 [M-Hex-dHex-H2O-CO2-H]-,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,"Furost-20(22)-en-3,26-diol",1134.583276,415.32284085,[M-H]-,NA,808.3059827,90.05282355,0.957929721166075,5,0,0,0,0,1,0,0,2,0,2,False,925.5186 [M-dHex-H2O-CO2-H]-,617.4046 [M-Hex-dHex-dHex-H2O-CO2-H]-,779.4602 [M-dHex-dHex-H2O-CO2-H]-,927.5429 [M-Hex-CO2-H]-,763.4548 [M-Hex-dHex-H2O-CO2-H]-,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Sarsasapogenin,1134.583276,415.32284085,[M-H]-,NA,808.3059827,90.05282355,0.957929721166075,5,0,0,0,0,1,0,0,2,0,2,False,925.5186 [M-dHex-H2O-CO2-H]-,617.4046 [M-Hex-dHex-dHex-H2O-CO2-H]-,779.4602 [M-dHex-dHex-H2O-CO2-H]-,927.5429 [M-Hex-CO2-H]-,763.4548 [M-Hex-dHex-H2O-CO2-H]-,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,"22-Methoxy-furostan-3,26-diol",1134.583276,447.34905564,[M-H]-,NA,776.27976791,90.05282355,0.962151543703634,4,1,0,0,0,1,0,1,0,0,3,False,925.5186 [M-dHex-H2O-CO2-H]-,617.4046 [M-Hex-dHex-dHex-H2O-CO2-H]-,779.4602 [M-dHex-dHex-H2O-CO2-H]-,927.5429 [M-Hex-CO2-H]-,763.4548 [M-Hex-dHex-H2O-CO2-H]-,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Campersterol,1134.583276,399.36431171,[M-H]-,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O,824.26451184,90.05282355,0.944215408815039,5,0,0,0,0,1,1,0,3,0,0,False,927.5429 [M-Hex-CO2-H]-,821.4686 [M-Hex-Pen-H2O-H]-,,,,X-Hex-HexA-Pen-Pen-Pen,X-Hex-HexA-Pen-Pen-Pen,X-Hex-Pen-HexA-Pen-Pen,X-Hex-HexA-Pen-Pen-Pen,X-Hex-Pen-HexA-Pen-Pen,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Furost-20(22)-en-26-ol,1134.583276,399.32792621,[M-H]-,NA,824.30089734,90.05282355,0.953840106052207,5,0,0,0,0,2,0,0,2,0,1,False,925.5186 [M-dHex-H2O-CO2-H]-,619.4129 [M-Hex-Hex-dHex-CO2-H]-,927.5429 [M-Hex-CO2-H]-,763.4548 [M-Hex-dHex-H2O-CO2-H]-,821.4686 [M-Hex-Pen-H2O-H]-,,,,,,925.5186; 617.4046; 926.5232
67,,1133.576,0,20 candidates,,Campersterol,1134.583276,399.36431172,[M-H]-,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O,824.26451183,90.05282355,0.944224222547219,4,1,0,0,0,4,0,1,0,0,0,False,927.5429 [M-Hex-CO2-H]-,,,,,X-Hex-Hex-Hex-Mal-Hex,X-Hex-Hex-Hex-Mal-Hex,X-Hex-Hex-Mal-Hex-Hex,X-Hex-Hex-Hex-Mal-Hex,X-Hex-Hex-Mal-Hex-Hex,925.5186; 617.4046; 926.5232
68,,955.4908,0,41 candidates,,Leptinidine,955.4908,413.32724391,[M]-,NA,614.20581493,72.04225884,2.21989085739391,3,1,1,0,0,0,0,0,3,0,0,False,,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Solasodine,955.4908,413.32724391,[M]-,NA,614.20581493,72.04225884,2.21989085739391,3,1,1,0,0,0,0,0,3,0,0,False,,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Tomatidenol,955.4908,413.32724391,[M]-,NA,614.20581493,72.04225884,2.21989085739391,3,1,1,0,0,0,0,0,3,0,0,False,,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Acetyldihydroleptinidine,955.4908,457.35345871,[M]-,NA,552.16903542,54.03169413,2.21486728360136,2,1,0,0,1,0,1,0,0,0,1,True,570.3904 [M-HexA-dHex-H2O-CO2-H]-,456.353 *[Agly-H]-,614.3727 [M-dHex-Fer-H2O-H]-,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Acetylleptinidine,955.4908,455.33780864,[M]-,NA,554.18468549,54.03169413,2.21494054399461,2,1,0,0,0,1,0,0,1,1,0,False,,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Acetylleptinidine,955.4908,455.33780864,[M]-,NA,554.18468549,54.03169413,2.21494054399461,2,1,0,0,1,2,0,0,0,0,0,False,,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,"Furostan-3,22,26-triol",956.498076,433.3323294,[M-H]-,NA,594.20072944,72.04225884,0.0161003988547365,3,1,0,1,0,0,0,0,3,0,0,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Soyasapogenol A,956.498076,473.36362942,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1O)O)O,554.16942942,72.04225884,0.00521694707488777,3,1,0,0,0,0,0,1,3,0,0,False,955.4881 [M-H]-,455.35 [Agly-H2O-H]-,,,,"X-Pen, -Pen-Pen-Mal","X-Pen, -Pen-Pen-Mal","X-Pen-Pen, -Pen-Mal","X-Pen, -Pen-Pen-Mal","X-Pen-Pen, -Pen-Mal",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Soyasapogenol A,956.498076,473.36362942,[M-H]-,NA,554.16942942,72.04225884,0.0161213084801836,3,1,0,0,0,0,0,1,3,0,0,False,955.4881 [M-H]-,455.35 [Agly-H2O-H]-,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Diosgenin,956.498076,413.30611449,[M-H]-,NA,614.22694435,72.04225884,0.010967089756208,4,0,0,0,0,0,0,0,3,0,1,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Yamogenin,956.498076,413.30611449,[M-H]-,NA,614.22694435,72.04225884,0.010967089756208,4,0,0,0,0,0,0,0,3,0,1,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Spirost-25(27)-en-3-ol,956.498076,413.30611449,[M-H]-,NA,614.22694435,72.04225884,0.010967089756208,4,0,0,0,0,0,0,0,3,0,1,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Spirost-5-en-3-ol,956.498076,413.30611449,[M-H]-,NA,614.22694435,72.04225884,0.010967089756208,4,0,0,0,0,0,0,0,3,0,1,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,"22-Methoxy-furost-5-en-3,26-diol",956.498076,445.33232928,[M-H]-,NA,582.20072956,72.04225884,0.0159749411020718,3,1,0,0,0,0,0,1,1,0,2,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Zanhic acid,956.498076,517.31707321,[M-H]-,CC1(C)CCC2(C(C1)C1=CCC3C4(C)CC(C(C(C)(C4CCC3(C)C1(C)CC2O)C(=O)O)O)O)C(=O)O,492.20542092,54.03169413,0.00519603756918944,3,0,0,0,0,0,0,0,0,0,3,False,955.4881 [M-H]-,,,,,"X-dHex, -dHex-dHex","X-dHex, -dHex-dHex",X-dHex-dHex-dHex,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,"Spirostan-3,6-diol",956.498076,431.31667921,[M-H]-,NA,596.21637963,72.04225884,0.0159017575318893,3,1,0,0,0,0,0,1,0,0,3,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,"Spirostan-3,17-diol",956.498076,431.31667921,[M-H]-,NA,596.21637963,72.04225884,0.0159017575318893,3,1,0,0,0,0,0,1,0,0,3,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,"Furost-5-en-3,22,26-triol",956.498076,431.31667921,[M-H]-,NA,596.21637963,72.04225884,0.0159017575318893,3,1,0,0,0,0,0,1,0,0,3,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Bayogenin,956.498076,487.342894,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(CO)C5CCC34C)O)O)C2C1)C(=O)O,522.17960013,54.03169413,0.00520649238146739,3,0,0,0,0,0,1,0,0,0,2,False,955.4881 [M-H]-,,,,,"X-HexA, -dHex-dHex","X-HexA, -dHex-dHex","X-HexA-dHex, -dHex","X-HexA, -dHex-dHex","X-HexA-dHex, -dHex",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Soyasapogenol B,956.498076,457.36871479,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1)O)O,552.15377934,54.03169413,0.00520649226261003,3,0,0,0,0,0,2,0,0,0,1,False,955.4881 [M-H]-,,,,,"X-HexA, -HexA-dHex","X-HexA, -HexA-dHex","X-HexA-HexA, -dHex","X-HexA, -HexA-dHex","X-HexA-HexA, -dHex",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Soyasapogenol B,956.498076,457.36871479,[M-H]-,NA,552.15377934,54.03169413,0.0112807337782152,3,0,0,0,0,0,2,0,0,0,1,False,955.4881 [M-H]-,,,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Medicagenic acid,956.498076,501.32215857,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C5CCC34C)C(=O)O)O)O)C2C1)C(=O)O,508.20033556,54.03169413,0.00519603756918944,3,0,0,0,0,1,0,0,0,0,2,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,,,"X-Hex, -dHex-dHex","X-Hex, -dHex-dHex","X-Hex, -dHex-dHex","X-Hex-dHex, -dHex","X-Hex-dHex, -dHex",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Spirostan-3-ol,956.498076,415.32176457,[M-H]-,NA,612.21129427,72.04225884,0.0110507282571432,3,1,0,0,0,1,0,1,0,0,2,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,"Furost-20(22)-en-3,26-diol",956.498076,415.32176457,[M-H]-,NA,612.21129427,72.04225884,0.0110507282571432,3,1,0,0,0,1,0,1,0,0,2,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Sarsasapogenin,956.498076,415.32176457,[M-H]-,NA,612.21129427,72.04225884,0.0110507282571432,3,1,0,0,0,1,0,1,0,0,2,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,,,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Campersterol,956.498076,399.36323543,[M-H]-,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O,628.16982341,72.04225884,0.00521694707488777,3,1,0,0,0,1,1,1,1,0,0,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,,,X-Hex-HexA-Pen-Mal,X-Hex-HexA-Pen-Mal,X-Hex-HexA-Mal-Pen,X-Hex-HexA-Pen-Mal,X-Hex-HexA-Mal-Pen,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,2-Hydroxyoleanolic acid,956.498076,471.34797936,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C)C5CCC34C)O)O)C2C1)C(=O)O,538.17451477,54.03169413,0.00520649226261003,3,0,0,0,0,1,1,0,0,0,1,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,453.3435 [Agly-H2O-H]-,453.3316 [Agly-H2O-H]-,"X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -dHex-HexA",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Hederagenin,956.498076,471.34797936,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1)C(=O)O,538.17451477,54.03169413,0.00520649226261003,3,0,0,0,0,1,1,0,0,0,1,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,453.3435 [Agly-H2O-H]-,453.3316 [Agly-H2O-H]-,"X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -dHex-HexA",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,24-Hydroxy-amyrin,956.498076,441.37380015,[M-H]-,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1,568.14869398,54.03169413,0.00520649226261003,3,0,0,0,0,1,2,0,0,0,0,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,,,"X-Hex, -HexA-HexA","X-Hex, -HexA-HexA","X-Hex, -HexA-HexA","X-Hex-HexA, -HexA","X-Hex-HexA, -HexA",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Erythrodiol,956.498076,441.37380015,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)CO,568.14869398,54.03169413,0.00520649226261003,3,0,0,0,0,1,2,0,0,0,0,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,,,"X-Hex, -HexA-HexA","X-Hex, -HexA-HexA","X-Hex, -HexA-HexA","X-Hex-HexA, -HexA","X-Hex-HexA, -HexA",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Sophoradiol,956.498076,441.37380015,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(C)C5CCC4(C)C3(C)CCC2(C)C(C1)O)O,568.14869398,54.03169413,0.00520649226261003,3,0,0,0,0,1,2,0,0,0,0,False,955.4881 [M-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,,,"X-Hex, -HexA-HexA","X-Hex, -HexA-HexA","X-Hex, -HexA-HexA","X-Hex-HexA, -HexA","X-Hex-HexA, -HexA",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Gypsogenic acid,956.498076,485.32724393,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C5CCC34C)C(=O)O)O)C2C1)C(=O)O,524.1952502,54.03169413,0.00519603756918944,3,0,0,0,0,2,0,0,0,0,1,False,955.4881 [M-H]-,569.3845 [M-Hex-Hex-H2O-CO2-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,613.3737 [M-Hex-Hex-H2O-H]-,"X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex, -dHex-Hex","X-Hex-Hex, -dHex",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Polygalagenin,956.498076,485.32724393,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C=O)C5CCC34C)O)O)C2C1)C(=O)O,524.1952502,54.03169413,0.00519603756918944,3,0,0,0,0,2,0,0,0,0,1,False,955.4881 [M-H]-,569.3845 [M-Hex-Hex-H2O-CO2-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,613.3737 [M-Hex-Hex-H2O-H]-,"X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex, -dHex-Hex","X-Hex-Hex, -dHex",955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,24-Hydroxy glycyrrhizic acid,956.498076,485.32724393,[M-H]-,NA,524.1952502,54.03169413,0.0208364249997005,3,0,0,0,0,2,0,0,0,0,1,False,955.4881 [M-H]-,569.3845 [M-Hex-Hex-H2O-CO2-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,613.3737 [M-Hex-Hex-H2O-H]-,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Furost-20(22)-en-26-ol,956.498076,399.32684993,[M-H]-,NA,628.20620891,72.04225884,0.00619969902946206,3,1,0,0,0,2,0,1,0,0,1,False,955.4881 [M-H]-,569.3845 [M-Hex-Hex-H2O-CO2-H]-,793.4348 [M-Hex-H]-,731.432 [M-Hex-H2O-CO2-H]-,613.3737 [M-Hex-Hex-H2O-H]-,,,,,,955.4881; 956.4919; 569.3845
68,,955.4908,0,41 candidates,,Oleanolic acid,956.498076,455.35306472,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)C(=O)O,554.16942941,54.03169413,0.00520649226261003,3,0,0,0,0,2,1,0,0,0,0,True,955.4881 [M-H]-,569.3845 [M-Hex-Hex-H2O-CO2-H]-,793.4348 [M-Hex-H]-,455.35 *[Agly-H]-,731.432 [M-Hex-H2O-CO2-H]-,"X-Hex-Hex, -HexA","X-Hex-Hex, -HexA","X-Hex-Hex, -HexA","X-Hex, -HexA-Hex","X-Hex-Hex, -HexA",955.4881; 956.4919; 569.3845
