peakNO,accession,mz,rt,stats,xref,candidate,exact_mass,theoretical_precursor,precursor_type,structure,Attn_w,nH2O_w,err,Sugar_n,Acid_n,cou,DDMP,fer,hex,hexA,mal,pen,sin,dhex,aglycone,ion1,ion2,ion3,ion4,ion5,glycosyl1,glycosyl2,glycosyl3,glycosyl4,glycosyl5,topMs2
99,,1027.513,0,44 candidates,,Soyasapogenol E,1028.520276,455.35413529,[M-H]-,NA,644.20112355,72.04225884,1.05130755513686,3,1,0,0,0,3,0,1,0,0,0,False,983.5228 [M-CO2-H]-,879.5189 [M-Mal-H2O-CO2-H]-,941.5154 [M-Mal-H]-,,,,,,,,983.5228; 984.5259; 985.5114
99,,1027.513,0,44 candidates,,11-Deoxyo glycyrrhizic acid,1028.520276,455.35413529,[M-H]-,NA,644.20112355,72.04225884,1.05130755513686,3,1,0,0,0,3,0,1,0,0,0,False,983.5228 [M-CO2-H]-,879.5189 [M-Mal-H2O-CO2-H]-,941.5154 [M-Mal-H]-,,,,,,,,983.5228; 984.5259; 985.5114
100,,661.3604,0,10 candidates,,Ruscogenin,662.367676,429.30209707,[M-H]-,NA,268.07943235,36.02112942,1.6351519107549,1,1,0,0,0,0,0,1,0,0,1,False,661.3533 [M-H]-,,,,,,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,3-Hydroxy-spirostan-12-one,662.367676,429.30209707,[M-H]-,NA,268.07943235,36.02112942,1.6351519107549,1,1,0,0,0,0,0,1,0,0,1,False,661.3533 [M-H]-,,,,,,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,Gypsogenic acid,662.367676,485.32831186,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C5CCC34C)C(=O)O)O)C2C1)C(=O)O,194.04265285,18.01056471,1.60479103143206,1,0,0,0,0,0,1,0,0,0,0,True,661.3533 [M-H]-,485.3247 *[Agly-H]-,,,,X-HexA,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,Polygalagenin,662.367676,485.32831186,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C=O)C5CCC34C)O)O)C2C1)C(=O)O,194.04265285,18.01056471,1.60479103143206,1,0,0,0,0,0,1,0,0,0,0,True,661.3533 [M-H]-,485.3247 *[Agly-H]-,,,,X-HexA,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,24-Hydroxy glycyrrhizic acid,662.367676,485.32831186,[M-H]-,NA,194.04265285,18.01056471,1.64238356761427,1,0,0,0,0,0,1,0,0,0,0,True,661.3533 [M-H]-,485.3247 *[Agly-H]-,,,,,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,Furost-20(22)-en-26-ol,662.367676,399.32791786,[M-H]-,NA,298.05361156,36.02112942,1.62124720139882,1,1,0,0,0,0,1,1,0,0,0,False,661.3533 [M-H]-,485.3247 [M-HexA-H]-,,,,,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,Diosgenin,662.367676,413.30718243,[M-H]-,NA,284.07434699,36.02112942,1.62814671524339,1,1,0,0,0,1,0,1,0,0,0,False,661.3533 [M-H]-,,,,,,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,Yamogenin,662.367676,413.30718243,[M-H]-,NA,284.07434699,36.02112942,1.62814671524339,1,1,0,0,0,1,0,1,0,0,0,False,661.3533 [M-H]-,,,,,,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,Spirost-25(27)-en-3-ol,662.367676,413.30718243,[M-H]-,NA,284.07434699,36.02112942,1.62814671524339,1,1,0,0,0,1,0,1,0,0,0,False,661.3533 [M-H]-,,,,,,,,,,661.3533; 662.3742; 485.3247
100,,661.3604,0,10 candidates,,Spirost-5-en-3-ol,662.367676,413.30718243,[M-H]-,NA,284.07434699,36.02112942,1.62814671524339,1,1,0,0,0,1,0,1,0,0,0,False,661.3533 [M-H]-,,,,,,,,,,661.3533; 662.3742; 485.3247
101,,811.4474,0,8 candidates,,Spirostan-3-ol,812.454676,415.32062342,[M-H]-,NA,450.15847071,54.03169413,1.39155876630385,3,0,0,0,0,0,0,0,3,0,0,False,,,,,,,,,,,765.4453; 603.3819; 471.3474
101,,811.4474,0,8 candidates,,"Furost-20(22)-en-3,26-diol",812.454676,415.32062342,[M-H]-,NA,450.15847071,54.03169413,1.39155876630385,3,0,0,0,0,0,0,0,3,0,0,False,,,,,,,,,,,765.4453; 603.3819; 471.3474
101,,811.4474,0,8 candidates,,Sarsasapogenin,812.454676,415.32062342,[M-H]-,NA,450.15847071,54.03169413,1.39155876630385,3,0,0,0,0,0,0,0,3,0,0,False,,,,,,,,,,,765.4453; 603.3819; 471.3474
101,,811.4474,0,8 candidates,,"22-Methoxy-furostan-3,26-diol",812.454676,447.34683821,[M-H]-,NA,418.13225592,54.03169413,1.38566306912003,2,1,0,0,0,0,0,1,1,0,1,False,603.3819 [M-dHex-H2O-CO2-H]-,471.3474 [M-dHex-Pen-H2O-CO2-H]-,,,,,,,,,765.4453; 603.3819; 471.3474
101,,811.4474,0,8 candidates,,"Furostan-3,22,26-triol",812.454676,433.33118814,[M-H]-,NA,432.14790599,54.03169413,1.3857492277419,2,1,0,0,0,0,0,1,0,0,2,False,603.3819 [M-dHex-H2O-CO2-H]-,,,,,,,,,,765.4453; 603.3819; 471.3474
101,,811.4474,0,8 candidates,,Soyasapogenol A,812.454676,473.36248829,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1O)O)O,374.10604113,36.02112942,1.41068593373279,2,0,0,0,0,1,1,0,0,0,0,False,,,,,,"X-Hex, -HexA","X-Hex, -HexA",X-Hex-HexA,,,765.4453; 603.3819; 471.3474
101,,811.4474,0,8 candidates,,Soyasapogenol A,812.454676,473.36248829,[M-H]-,NA,374.10604113,36.02112942,1.38556460242343,2,0,0,0,0,1,1,0,0,0,0,False,,,,,,,,,,,765.4453; 603.3819; 471.3474
101,,811.4474,0,8 candidates,,Bayogenin,812.454676,487.34175286,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(CO)C5CCC34C)O)O)C2C1)C(=O)O,360.12677656,36.02112942,1.41068593373279,2,0,0,0,0,2,0,0,0,0,0,False,,,,,,"X-Hex, -Hex","X-Hex, -Hex",X-Hex-Hex,,,765.4453; 603.3819; 471.3474
102,,971.5211,0,11 candidates,,Dihydroleptinidine,971.5211,415.34189384,[M]-,NA,628.221465,72.04225884,3.21264249710369,3,1,1,0,0,0,0,0,2,0,1,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,Soladulcidine,971.5211,415.34189384,[M]-,NA,628.221465,72.04225884,3.21264249710369,3,1,1,0,0,0,0,0,2,0,1,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,Tomatidine,971.5211,415.34189384,[M]-,NA,628.221465,72.04225884,3.21264249710369,3,1,1,0,0,0,0,0,2,0,1,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,Acetyldihydroleptinidine,971.5211,457.35245857,[M]-,NA,568.20033556,54.03169413,3.20777387457109,2,1,0,0,0,1,0,0,0,1,1,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,Spirostan-3-ol,972.528376,415.32076442,[M-H]-,NA,628.24259442,72.04225884,1.01753225629157,4,0,0,0,0,0,0,0,2,0,2,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,"Furost-20(22)-en-3,26-diol",972.528376,415.32076442,[M-H]-,NA,628.24259442,72.04225884,1.01753225629157,4,0,0,0,0,0,0,0,2,0,2,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,Sarsasapogenin,972.528376,415.32076442,[M-H]-,NA,628.24259442,72.04225884,1.01753225629157,4,0,0,0,0,0,0,0,2,0,2,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,"22-Methoxy-furostan-3,26-diol",972.528376,447.34697921,[M-H]-,NA,596.21637963,72.04225884,1.01260696031601,3,1,0,0,0,0,0,1,0,0,3,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,Campersterol,972.528376,399.36223528,[M-H]-,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O,644.20112356,72.04225884,1.03353175670179,4,0,0,0,0,0,1,0,3,0,0,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,Furost-20(22)-en-26-ol,972.528376,399.32584978,[M-H]-,NA,644.23750906,72.04225884,1.02230331561747,4,0,0,0,0,1,0,0,2,0,1,False,,,,,,,,,,,
102,,971.5211,0,11 candidates,,Campersterol,972.528376,399.36223529,[M-H]-,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O,644.20112355,72.04225884,1.03352147435546,3,1,0,0,0,3,0,1,0,0,0,False,,,,,,,,,,,
103,,939.4963,0,38 candidates,,Acetylleptinidine,939.4963,455.33822328,[M]-,NA,538.18977085,54.03169413,1.81130773753545,2,1,0,0,0,0,0,0,1,1,1,False,,,,,,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Acetylleptinidine,939.4963,455.33822328,[M]-,NA,538.18977085,54.03169413,1.81130773765646,2,1,0,0,1,1,0,0,0,0,1,False,,,,,,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Soyasapogenol B,940.503576,457.36912942,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1)O)O,554.16942942,72.04225884,0.435564722092991,3,1,0,0,0,0,0,1,3,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,"X-Pen, -Pen-Pen-Mal","X-Pen, -Pen-Pen-Mal","X-Pen-Pen, -Pen-Mal","X-Pen, -Pen-Pen-Mal","X-Pen-Pen, -Pen-Mal",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Soyasapogenol B,940.503576,457.36912942,[M-H]-,NA,554.16942942,72.04225884,0.452332349878147,3,1,0,0,0,0,0,1,3,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Medicagenic acid,940.503576,501.32257321,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C5CCC34C)C(=O)O)O)O)C2C1)C(=O)O,492.20542092,54.03169413,0.435585986969317,3,0,0,0,0,0,0,0,0,0,3,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,"X-dHex, -dHex-dHex","X-dHex, -dHex-dHex",X-dHex-dHex-dHex,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Spirostan-3-ol,940.503576,415.32217921,[M-H]-,NA,596.21637963,72.04225884,0.452109064982486,3,1,0,0,0,0,0,1,0,0,3,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,"Furost-20(22)-en-3,26-diol",940.503576,415.32217921,[M-H]-,NA,596.21637963,72.04225884,0.452109064982486,3,1,0,0,0,0,0,1,0,0,3,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Sarsasapogenin,940.503576,415.32217921,[M-H]-,NA,596.21637963,72.04225884,0.452109064982486,3,1,0,0,0,0,0,1,0,0,3,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Sitosterol,940.503576,413.37930014,[M-H]-,CCC(CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O)C(C)C,598.1592587,72.04225884,0.435564722092991,3,1,0,0,0,0,1,1,2,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-HexA-Pen-Pen-Mal,X-HexA-Pen-Pen-Mal,X-HexA-Pen-Mal-Pen,X-HexA-Pen-Pen-Mal,X-HexA-Pen-Mal-Pen,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Campersterol,940.503576,399.36365007,[M-H]-,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O,612.17490877,72.04225884,0.435564721851234,3,1,0,0,0,0,1,1,1,0,1,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,X-HexA-Pen-Mal-dHex,X-HexA-Pen-Mal-dHex,X-HexA-Pen-Mal-dHex,X-HexA-Pen-dHex-Mal,X-HexA-Pen-dHex-Mal,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,2-Hydroxyoleanolic acid,940.503576,471.348394,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C)C5CCC34C)O)O)C2C1)C(=O)O,522.17960013,54.03169413,0.435575354470715,3,0,0,0,0,0,1,0,0,0,2,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,"X-HexA, -dHex-dHex","X-HexA, -dHex-dHex","X-HexA-dHex, -dHex","X-HexA, -dHex-dHex","X-HexA-dHex, -dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Hederagenin,940.503576,471.348394,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1)C(=O)O,522.17960013,54.03169413,0.435575354470715,3,0,0,0,0,0,1,0,0,0,2,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,"X-HexA, -dHex-dHex","X-HexA, -dHex-dHex","X-HexA-dHex, -dHex","X-HexA, -dHex-dHex","X-HexA-dHex, -dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,24-Hydroxy-amyrin,940.503576,441.37421479,[M-H]-,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1,552.15377934,54.03169413,0.435575354470715,3,0,0,0,0,0,2,0,0,0,1,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,"X-HexA, -HexA-dHex","X-HexA, -HexA-dHex","X-HexA-HexA, -dHex","X-HexA, -HexA-dHex","X-HexA-HexA, -dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Erythrodiol,940.503576,441.37421479,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)CO,552.15377934,54.03169413,0.435575354470715,3,0,0,0,0,0,2,0,0,0,1,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,"X-HexA, -HexA-dHex","X-HexA, -HexA-dHex","X-HexA-HexA, -dHex","X-HexA, -HexA-dHex","X-HexA-HexA, -dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Sophoradiol,940.503576,441.37421479,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(C)C5CCC4(C)C3(C)CCC2(C)C(C1)O)O,552.15377934,54.03169413,0.435575354470715,3,0,0,0,0,0,2,0,0,0,1,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,"X-HexA, -HexA-dHex","X-HexA, -HexA-dHex","X-HexA-HexA, -dHex","X-HexA, -HexA-dHex","X-HexA-HexA, -dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Gypsogenic acid,940.503576,485.32765857,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C5CCC34C)C(=O)O)O)C2C1)C(=O)O,508.20033556,54.03169413,0.435585987090196,3,0,0,0,0,1,0,0,0,0,2,False,939.4936 [M-H]-,613.3712 [M-Hex-dHex-H2O-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,"X-Hex, -dHex-dHex","X-Hex, -dHex-dHex","X-Hex-dHex, -dHex","X-Hex, -dHex-dHex","X-Hex-dHex, -dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Polygalagenin,940.503576,485.32765857,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C=O)C5CCC34C)O)O)C2C1)C(=O)O,508.20033556,54.03169413,0.435585987090196,3,0,0,0,0,1,0,0,0,0,2,False,939.4936 [M-H]-,613.3712 [M-Hex-dHex-H2O-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,"X-Hex, -dHex-dHex","X-Hex, -dHex-dHex","X-Hex-dHex, -dHex","X-Hex, -dHex-dHex","X-Hex-dHex, -dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,24-Hydroxy glycyrrhizic acid,940.503576,485.32765857,[M-H]-,NA,508.20033556,54.03169413,0.462061189387935,3,0,0,0,0,1,0,0,0,0,2,False,939.4936 [M-H]-,613.3712 [M-Hex-dHex-H2O-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Furost-20(22)-en-26-ol,940.503576,399.32726457,[M-H]-,NA,612.21129427,72.04225884,0.447175533393395,3,1,0,0,0,1,0,1,0,0,2,False,939.4936 [M-H]-,613.3712 [M-Hex-dHex-H2O-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,877.4881 [M-H2O-CO2-H]-,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Oleanolic acid,940.503576,455.35347936,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)C(=O)O,538.17451477,54.03169413,0.435575354470715,3,0,0,0,0,1,1,0,0,0,1,True,939.4936 [M-H]-,613.3712 [M-Hex-dHex-H2O-H]-,455.3537 *[Agly-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,"X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Soyasapogenol E,940.503576,455.35347936,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(=O)C1)O,538.17451477,54.03169413,0.435575354470715,3,0,0,0,0,1,1,0,0,0,1,True,939.4936 [M-H]-,613.3712 [M-Hex-dHex-H2O-H]-,455.3537 *[Agly-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,"X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex","X-Hex, -HexA-dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Soyasapogenol E,940.503576,455.35347936,[M-H]-,NA,538.17451477,54.03169413,0.452268554159125,3,0,0,0,0,1,1,0,0,0,1,True,939.4936 [M-H]-,613.3712 [M-Hex-dHex-H2O-H]-,455.3537 *[Agly-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,11-Deoxyo glycyrrhizic acid,940.503576,455.35347936,[M-H]-,NA,538.17451477,54.03169413,0.452268554159125,3,0,0,0,0,1,1,0,0,0,1,True,939.4936 [M-H]-,613.3712 [M-Hex-dHex-H2O-H]-,455.3537 *[Agly-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Bauerenol,940.503576,425.37930015,[M-H]-,CC1CCC2(C)CCC3(C)C4=CCC5C(C)(C)C(CCC5(C)C4CCC3(C)C2C1C)O,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Butyrospermol,940.503576,425.37930015,[M-H]-,CC(=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(CCC4(C)C3CCC12C)O)C,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Cycloartenol,940.503576,425.37930015,[M-H]-,CC(=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(CCC54CC35CCC12C)O)C,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Germanicol,940.503576,425.37930015,[M-H]-,CC1(C)CCC2(C)CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2=C1,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Lanosterol,940.503576,425.37930015,[M-H]-,CC(=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(C(C)(C)C1CC3)O)C,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Lupeol,940.503576,425.37930015,[M-H]-,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C12,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Marneral,940.503576,425.37930015,[M-H]-,CC(=CCCC(=CCCC(=CCCC1(C)C(C)CCC(=C(C)C)C1CCC=O)C)C)C,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Multiflorenol,940.503576,425.37930015,[M-H]-,CC1(C)CCC2(C)CCC3(C)C4=CCC5C(C)(C)C(CCC5(C)C4CCC3(C)C2C1)O,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Taraxasterol,940.503576,425.37930015,[M-H]-,C=C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1C,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Thalianol,940.503576,425.37930015,[M-H]-,CC(=CCCC(=CCCC(C)C1(C)CCC2=C1CCC1C(C)(C)C(CCC21C)O)C)C,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Tirucalladienol,940.503576,425.37930015,[M-H]-,CC(=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(CCC4(C)C3CCC12C)O)C,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,?-Taraxasterol,940.503576,425.37930015,[M-H]-,CC1=CCC2(C)CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1C,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Amyrin,940.503576,425.37930015,[M-H]-,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1,568.14869398,54.03169413,0.435575354470715,3,0,0,0,0,1,2,0,0,0,0,False,939.4936 [M-H]-,921.4814 [M-H2O-H]-,877.4881 [M-H2O-CO2-H]-,,,X-Hex-HexA-HexA,,,,,939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Gypsogenin,940.503576,469.33274393,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C=O)C5CCC34C)O)C2C1)C(=O)O,524.1952502,54.03169413,0.435585987090196,3,0,0,0,0,2,0,0,0,0,1,False,939.4936 [M-H]-,407.335 [Agly-H2O-CO2-H]-,613.3712 [M-Hex-dHex-H2O-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,"X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex, -Hex-dHex",939.4936; 940.4974; 941.5006
103,,939.4963,0,38 candidates,,Glycyrrhetinic acid,940.503576,469.33274393,[M-H]-,NA,524.1952502,54.03169413,0.457127657579766,3,0,0,0,0,2,0,0,0,0,1,False,939.4936 [M-H]-,407.335 [Agly-H2O-CO2-H]-,613.3712 [M-Hex-dHex-H2O-H]-,921.4814 [M-H2O-H]-,731.4391 [M-dHex-H2O-CO2-H]-,,,,,,939.4936; 940.4974; 941.5006
